destination_iso_country,Day of date,fl_ranking,fl_wow_change,fl_yoy_change,destination_country,flights_number_7days
PG,"March 25, 2021",1,-38.24%,-21.25%,Papua New Guinea,252
FM,"March 25, 2021",7,-50.00%,-96.00%,Micronesia (Federated States of),1
FJ,"March 25, 2021",2,132.50%,-64.09%,Fiji,93
WS,"March 26, 2021",4,200.00%,-82.86%,Samoa,6
VU,"March 26, 2021",3,-12.12%,-51.67%,Vanuatu,29
TO,"March 26, 2021",6,0.00%,-87.50%,Tonga,2
SB,"March 26, 2021",5,-25.00%,-85.00%,Solomon Islands,3
PW,"March 26, 2021",8,,-95.45%,Palau,1
PG,"March 26, 2021",1,-33.66%,-15.72%,Papua New Guinea,268
FM,"March 26, 2021",7,-50.00%,-96.00%,Micronesia (Federated States of),1
FJ,"March 26, 2021",2,157.50%,-57.96%,Fiji,103
WS,"March 27, 2021",4,200.00%,-83.33%,Samoa,6
VU,"March 27, 2021",3,0.00%,-52.46%,Vanuatu,29
TO,"March 27, 2021",8,0.00%,-88.24%,Tonga,2
SB,"March 27, 2021",5,-25.00%,-85.00%,Solomon Islands,3
PW,"March 27, 2021",7,,-90.00%,Palau,2
PG,"March 27, 2021",1,-29.09%,-14.15%,Papua New Guinea,273
KI,"March 27, 2021",9,0.00%,-80.00%,Kiribati,1
FM,"March 27, 2021",6,-33.33%,-92.00%,Micronesia (Federated States of),2
FJ,"March 27, 2021",2,136.36%,-56.12%,Fiji,104
WS,"March 28, 2021",4,200.00%,-82.35%,Samoa,6
VU,"March 28, 2021",3,3.70%,-52.54%,Vanuatu,28
TO,"March 28, 2021",8,0.00%,-87.50%,Tonga,2
SB,"March 28, 2021",5,0.00%,-85.00%,Solomon Islands,3
PW,"March 28, 2021",7,100.00%,-90.48%,Palau,2
PG,"March 28, 2021",1,-31.23%,-16.77%,Papua New Guinea,273
KI,"March 28, 2021",9,0.00%,-83.33%,Kiribati,1
FM,"March 28, 2021",6,0.00%,-91.67%,Micronesia (Federated States of),2
FJ,"March 28, 2021",2,114.29%,-53.33%,Fiji,105
WS,"March 29, 2021",4,250.00%,-79.41%,Samoa,7
VU,"March 29, 2021",3,-13.79%,-56.90%,Vanuatu,25
TO,"March 29, 2021",8,100.00%,-87.50%,Tonga,2
SB,"March 29, 2021",7,-50.00%,-90.48%,Solomon Islands,2
PW,"March 29, 2021",6,100.00%,-90.00%,Palau,2
PG,"March 29, 2021",1,-21.84%,-9.17%,Papua New Guinea,297
NR,"March 29, 2021",10,-50.00%,-88.89%,Nauru,1
KI,"March 29, 2021",9,0.00%,-85.71%,Kiribati,1
FM,"March 29, 2021",5,0.00%,-91.67%,Micronesia (Federated States of),2
FJ,"March 29, 2021",2,83.93%,-51.64%,Fiji,103
WS,"March 30, 2021",4,133.33%,-79.41%,Samoa,7
VU,"March 30, 2021",3,-23.33%,-61.02%,Vanuatu,23
TO,"March 30, 2021",8,100.00%,-87.50%,Tonga,2
SB,"March 30, 2021",7,-33.33%,-90.48%,Solomon Islands,2
PW,"March 30, 2021",6,100.00%,-88.89%,Palau,2
PG,"March 30, 2021",1,-6.59%,4.15%,Papua New Guinea,326
NR,"March 30, 2021",10,-50.00%,-88.89%,Nauru,1
KI,"March 30, 2021",9,,-85.71%,Kiribati,1
FM,"March 30, 2021",5,100.00%,-91.67%,Micronesia (Federated States of),2
FJ,"March 30, 2021",2,56.72%,-49.28%,Fiji,105
WS,"March 31, 2021",4,250.00%,-78.13%,Samoa,7
VU,"March 31, 2021",3,-28.13%,-61.02%,Vanuatu,23
TO,"March 31, 2021",6,200.00%,-81.25%,Tonga,3
SB,"March 31, 2021",9,-33.33%,-90.48%,Solomon Islands,2
PW,"March 31, 2021",5,200.00%,-82.35%,Palau,3
PG,"March 31, 2021",1,25.68%,21.57%,Papua New Guinea,372
NR,"March 31, 2021",8,100.00%,-77.78%,Nauru,2
KI,"March 31, 2021",10,,-87.50%,Kiribati,1
FM,"March 31, 2021",7,100.00%,-91.67%,Micronesia (Federated States of),2
FJ,"March 31, 2021",2,38.46%,-45.45%,Fiji,108
WS,"April 1, 2021",4,33.33%,-75.76%,Samoa,8
VU,"April 1, 2021",3,-10.34%,-53.57%,Vanuatu,26
TO,"April 1, 2021",9,0.00%,-87.50%,Tonga,2
SB,"April 1, 2021",8,-33.33%,-90.00%,Solomon Islands,2
PW,"April 1, 2021",5,300.00%,-76.47%,Palau,4
PG,"April 1, 2021",1,61.11%,34.44%,Papua New Guinea,406
NR,"April 1, 2021",7,,-77.78%,Nauru,2
KI,"April 1, 2021",10,,-85.71%,Kiribati,1
FM,"April 1, 2021",6,100.00%,-92.00%,Micronesia (Federated States of),2
FJ,"April 1, 2021",2,11.83%,-46.67%,Fiji,104
WS,"April 2, 2021",4,33.33%,-75.76%,Samoa,8
VU,"April 2, 2021",3,-17.24%,-57.89%,Vanuatu,24
TO,"April 2, 2021",9,0.00%,-88.24%,Tonga,2
SB,"April 2, 2021",8,-33.33%,-90.48%,Solomon Islands,2
PW,"April 2, 2021",5,300.00%,-77.78%,Palau,4
PG,"April 2, 2021",1,47.39%,34.35%,Papua New Guinea,395
NR,"April 2, 2021",7,,-80.00%,Nauru,2
KI,"April 2, 2021",10,,-85.71%,Kiribati,1
FM,"April 2, 2021",6,100.00%,-90.91%,Micronesia (Federated States of),2
FJ,"April 2, 2021",2,-6.80%,-50.26%,Fiji,96
WS,"April 3, 2021",4,33.33%,-73.33%,Samoa,8
VU,"April 3, 2021",3,-24.14%,-62.71%,Vanuatu,22
TO,"April 3, 2021",8,0.00%,-87.50%,Tonga,2
SB,"April 3, 2021",7,-33.33%,-90.48%,Solomon Islands,2
PW,"April 3, 2021",5,50.00%,-83.33%,Palau,3
PG,"April 3, 2021",1,48.72%,45.00%,Papua New Guinea,406
NR,"April 3, 2021",6,,-77.78%,Nauru,2
KI,"April 3, 2021",9,0.00%,-85.71%,Kiribati,1
FJ,"April 3, 2021",2,-13.46%,-51.87%,Fiji,90
WS,"April 4, 2021",4,33.33%,-74.19%,Samoa,8
VU,"April 4, 2021",3,-32.14%,-68.85%,Vanuatu,19
TO,"April 4, 2021",8,0.00%,-87.50%,Tonga,2
SB,"April 4, 2021",7,-33.33%,-90.48%,Solomon Islands,2
PW,"April 4, 2021",5,50.00%,-81.25%,Palau,3
PG,"April 4, 2021",1,48.35%,49.45%,Papua New Guinea,405
NR,"April 4, 2021",6,,-77.78%,Nauru,2
KI,"April 4, 2021",9,0.00%,-85.71%,Kiribati,1
FJ,"April 4, 2021",2,-20.95%,-55.61%,Fiji,83
WS,"April 5, 2021",4,42.86%,-66.67%,Samoa,10
VU,"April 5, 2021",3,-28.00%,-71.88%,Vanuatu,18
TO,"April 5, 2021",8,0.00%,-87.50%,Tonga,2
SB,"April 5, 2021",6,50.00%,-85.71%,Solomon Islands,3
PW,"April 5, 2021",5,50.00%,-81.25%,Palau,3
PG,"April 5, 2021",1,35.69%,47.62%,Papua New Guinea,403
NR,"April 5, 2021",7,100.00%,-77.78%,Nauru,2
KI,"April 5, 2021",9,0.00%,-83.33%,Kiribati,1
FJ,"April 5, 2021",2,-28.16%,-60.64%,Fiji,74
WS,"April 6, 2021",4,42.86%,-62.96%,Samoa,10
VU,"April 6, 2021",3,-21.74%,-71.43%,Vanuatu,18
TO,"April 6, 2021",8,0.00%,-87.50%,Tonga,2
SB,"April 6, 2021",6,50.00%,-85.71%,Solomon Islands,3
PW,"April 6, 2021",5,50.00%,-83.33%,Palau,3
PG,"April 6, 2021",1,26.07%,47.31%,Papua New Guinea,411
NR,"April 6, 2021",7,100.00%,-80.00%,Nauru,2
KI,"April 6, 2021",9,0.00%,-83.33%,Kiribati,1
FJ,"April 6, 2021",2,-38.10%,-64.86%,Fiji,65
WS,"April 7, 2021",4,114.29%,-42.31%,Samoa,15
VU,"April 7, 2021",3,-34.78%,-76.92%,Vanuatu,15
TO,"April 7, 2021",9,-66.67%,-93.33%,Tonga,1
SB,"April 7, 2021",6,50.00%,-85.71%,Solomon Islands,3
PW,"April 7, 2021",5,0.00%,-83.33%,Palau,3
PG,"April 7, 2021",1,12.90%,50.54%,Papua New Guinea,420
NR,"April 7, 2021",8,-50.00%,-90.00%,Nauru,1
KI,"April 7, 2021",7,0.00%,-83.33%,Kiribati,1
FJ,"April 7, 2021",2,-50.00%,-71.43%,Fiji,54
WS,"April 8, 2021",3,100.00%,-44.83%,Samoa,16
VU,"April 8, 2021",4,-61.54%,-84.85%,Vanuatu,10
TO,"April 8, 2021",7,0.00%,-87.50%,Tonga,2
SB,"April 8, 2021",5,100.00%,-81.82%,Solomon Islands,4
PW,"April 8, 2021",6,-25.00%,-83.33%,Palau,3
PG,"April 8, 2021",1,7.14%,59.34%,Papua New Guinea,435
NR,"April 8, 2021",9,-50.00%,-90.00%,Nauru,1
KI,"April 8, 2021",8,0.00%,-83.33%,Kiribati,1
FJ,"April 8, 2021",2,-51.92%,-74.09%,Fiji,50
WS,"April 9, 2021",3,112.50%,-43.33%,Samoa,17
VU,"April 9, 2021",4,-66.67%,-88.06%,Vanuatu,8
TO,"April 9, 2021",7,0.00%,-86.67%,Tonga,2
SB,"April 9, 2021",5,200.00%,-71.43%,Solomon Islands,6
PW,"April 9, 2021",6,-25.00%,-82.35%,Palau,3
PG,"April 9, 2021",1,13.67%,60.93%,Papua New Guinea,449
NR,"April 9, 2021",9,-50.00%,-87.50%,Nauru,1
KI,"April 9, 2021",8,0.00%,-83.33%,Kiribati,1
FJ,"April 9, 2021",2,-44.79%,-73.10%,Fiji,53
WS,"April 10, 2021",3,112.50%,-48.48%,Samoa,17
VU,"April 10, 2021",4,-68.18%,-88.89%,Vanuatu,7
TO,"April 10, 2021",7,0.00%,-87.50%,Tonga,2
SB,"April 10, 2021",5,200.00%,-72.73%,Solomon Islands,6
PW,"April 10, 2021",6,33.33%,-76.47%,Palau,4
PG,"April 10, 2021",1,13.05%,60.49%,Papua New Guinea,459
NR,"April 10, 2021",9,-50.00%,-85.71%,Nauru,1
FM,"April 10, 2021",8,,-95.65%,Micronesia (Federated States of),1
FJ,"April 10, 2021",2,-40.00%,-73.13%,Fiji,54
WS,"April 11, 2021",3,112.50%,-48.48%,Samoa,17
VU,"April 11, 2021",4,-47.37%,-82.76%,Vanuatu,10
TO,"April 11, 2021",8,0.00%,-83.33%,Tonga,2
SB,"April 11, 2021",5,250.00%,-65.00%,Solomon Islands,7
PW,"April 11, 2021",6,0.00%,-82.35%,Palau,3
PG,"April 11, 2021",1,17.78%,94.69%,Papua New Guinea,477
NR,"April 11, 2021",9,-50.00%,-83.33%,Nauru,1
FM,"April 11, 2021",7,,-90.91%,Micronesia (Federated States of),2
FJ,"April 11, 2021",2,-31.33%,-69.52%,Fiji,57
WS,"April 12, 2021",4,40.00%,-61.11%,Samoa,14
VU,"April 12, 2021",3,-22.22%,-75.00%,Vanuatu,14
TO,"April 12, 2021",8,0.00%,-84.62%,Tonga,2
SB,"April 12, 2021",5,100.00%,-70.00%,Solomon Islands,6
PW,"April 12, 2021",6,0.00%,-82.35%,Palau,3
PG,"April 12, 2021",1,23.33%,125.91%,Papua New Guinea,497
MH,"April 12, 2021",9,,-87.50%,Marshall Islands (the),1
FM,"April 12, 2021",7,,-90.91%,Micronesia (Federated States of),2
FJ,"April 12, 2021",2,-27.03%,-71.43%,Fiji,54
WS,"April 13, 2021",4,40.00%,-63.16%,Samoa,14
VU,"April 13, 2021",3,-22.22%,-75.44%,Vanuatu,14
TO,"April 13, 2021",7,50.00%,-76.92%,Tonga,3
SB,"April 13, 2021",5,133.33%,-65.00%,Solomon Islands,7
PW,"April 13, 2021",6,33.33%,-73.33%,Palau,4
PG,"April 13, 2021",1,23.11%,149.26%,Papua New Guinea,506
MH,"April 13, 2021",9,,-87.50%,Marshall Islands (the),1
FM,"April 13, 2021",8,,-90.91%,Micronesia (Federated States of),2
FJ,"April 13, 2021",2,-20.00%,-70.62%,Fiji,52
WS,"April 14, 2021",4,-40.00%,-79.07%,Samoa,9
VU,"April 14, 2021",3,13.33%,-70.69%,Vanuatu,17
TO,"April 14, 2021",7,200.00%,-78.57%,Tonga,3
SB,"April 14, 2021",5,133.33%,-65.00%,Solomon Islands,7
PW,"April 14, 2021",6,33.33%,-73.33%,Palau,4
PG,"April 14, 2021",1,24.52%,182.70%,Papua New Guinea,523
MH,"April 14, 2021",9,,-88.89%,Marshall Islands (the),1
FM,"April 14, 2021",8,,-90.91%,Micronesia (Federated States of),2
FJ,"April 14, 2021",2,-1.85%,-69.54%,Fiji,53
WS,"April 15, 2021",8,-87.50%,-95.12%,Samoa,2
VU,"April 15, 2021",3,100.00%,-64.91%,Vanuatu,20
TO,"April 15, 2021",7,0.00%,-84.62%,Tonga,2
SB,"April 15, 2021",4,75.00%,-63.16%,Solomon Islands,7
PW,"April 15, 2021",5,0.00%,-80.00%,Palau,3
PG,"April 15, 2021",1,23.68%,207.43%,Papua New Guinea,538
NR,"April 15, 2021",10,0.00%,-80.00%,Nauru,1
MH,"April 15, 2021",9,,-88.89%,Marshall Islands (the),1
FM,"April 15, 2021",6,,-90.00%,Micronesia (Federated States of),2
FJ,"April 15, 2021",2,2.00%,-67.92%,Fiji,51
WS,"April 16, 2021",9,-88.24%,-95.74%,Samoa,2
VU,"April 16, 2021",3,212.50%,-56.14%,Vanuatu,25
TO,"April 16, 2021",8,0.00%,-85.71%,Tonga,2
SB,"April 16, 2021",4,-16.67%,-75.00%,Solomon Islands,5
PW,"April 16, 2021",5,0.00%,-81.25%,Palau,3
PG,"April 16, 2021",1,18.49%,232.50%,Papua New Guinea,532
NR,"April 16, 2021",7,100.00%,-66.67%,Nauru,2
MH,"April 16, 2021",10,,-90.00%,Marshall Islands (the),1
FM,"April 16, 2021",6,,-90.91%,Micronesia (Federated States of),2
FJ,"April 16, 2021",2,-5.66%,-67.32%,Fiji,50
WS,"April 17, 2021",8,-88.24%,-95.74%,Samoa,2
VU,"April 17, 2021",3,314.29%,-51.67%,Vanuatu,29
TO,"April 17, 2021",7,0.00%,-84.62%,Tonga,2
SB,"April 17, 2021",4,-16.67%,-72.22%,Solomon Islands,5
PW,"April 17, 2021",6,-50.00%,-87.50%,Palau,2
PG,"April 17, 2021",1,17.65%,277.62%,Papua New Guinea,540
NR,"April 17, 2021",5,100.00%,-66.67%,Nauru,2
MH,"April 17, 2021",11,,-90.00%,Marshall Islands (the),1
KI,"April 17, 2021",10,,-75.00%,Kiribati,1
FM,"April 17, 2021",9,0.00%,-95.45%,Micronesia (Federated States of),1
FJ,"April 17, 2021",2,-11.11%,-67.35%,Fiji,48
WS,"April 18, 2021",8,-88.24%,-95.74%,Samoa,2
VU,"April 18, 2021",3,180.00%,-56.25%,Vanuatu,28
TO,"April 18, 2021",7,0.00%,-86.67%,Tonga,2
SB,"April 18, 2021",4,-42.86%,-80.00%,Solomon Islands,4
PW,"April 18, 2021",6,-33.33%,-87.50%,Palau,2
PG,"April 18, 2021",1,12.37%,243.59%,Papua New Guinea,536
NR,"April 18, 2021",5,100.00%,-71.43%,Nauru,2
MH,"April 18, 2021",10,,-90.91%,Marshall Islands (the),1
KI,"April 18, 2021",9,,-80.00%,Kiribati,1
FJ,"April 18, 2021",2,-22.81%,-72.67%,Fiji,44
WS,"April 19, 2021",8,-85.71%,-95.74%,Samoa,2
VU,"April 19, 2021",3,64.29%,-65.15%,Vanuatu,23
TO,"April 19, 2021",7,0.00%,-86.67%,Tonga,2
SB,"April 19, 2021",4,-33.33%,-80.00%,Solomon Islands,4
PW,"April 19, 2021",6,-33.33%,-87.50%,Palau,2
PG,"April 19, 2021",1,8.85%,246.79%,Papua New Guinea,541
NR,"April 19, 2021",5,,-71.43%,Nauru,2
KI,"April 19, 2021",9,,-80.00%,Kiribati,1
FJ,"April 19, 2021",2,-20.37%,-73.78%,Fiji,43
WS,"April 20, 2021",9,-92.86%,-97.87%,Samoa,1
VU,"April 20, 2021",3,64.29%,-64.62%,Vanuatu,23
TO,"April 20, 2021",8,-66.67%,-93.33%,Tonga,1
SB,"April 20, 2021",4,-57.14%,-85.00%,Solomon Islands,3
PW,"April 20, 2021",7,-75.00%,-94.12%,Palau,1
PG,"April 20, 2021",1,8.50%,247.47%,Papua New Guinea,549
NR,"April 20, 2021",5,,-71.43%,Nauru,2
KI,"April 20, 2021",6,,-80.00%,Kiribati,1
FJ,"April 20, 2021",2,-21.15%,-77.09%,Fiji,41
WS,"April 21, 2021",9,-88.89%,-97.73%,Samoa,1
VU,"April 21, 2021",3,35.29%,-62.90%,Vanuatu,23
TO,"April 21, 2021",8,-66.67%,-92.86%,Tonga,1
SB,"April 21, 2021",4,-57.14%,-85.00%,Solomon Islands,3
PW,"April 21, 2021",7,-75.00%,-94.12%,Palau,1
PG,"April 21, 2021",1,5.35%,250.96%,Papua New Guinea,551
NR,"April 21, 2021",5,,-77.78%,Nauru,2
KI,"April 21, 2021",6,,-80.00%,Kiribati,1
FJ,"April 21, 2021",2,-30.19%,-79.67%,Fiji,37
WS,"April 22, 2021",9,-50.00%,-97.73%,Samoa,1
VU,"April 22, 2021",3,30.00%,-60.00%,Vanuatu,26
TO,"April 22, 2021",8,-50.00%,-93.33%,Tonga,1
SB,"April 22, 2021",4,-71.43%,-90.00%,Solomon Islands,2
PW,"April 22, 2021",7,-66.67%,-93.75%,Palau,1
PG,"April 22, 2021",1,0.74%,243.04%,Papua New Guinea,542
NR,"April 22, 2021",6,0.00%,-88.89%,Nauru,1
KI,"April 22, 2021",5,,-80.00%,Kiribati,1
FJ,"April 22, 2021",2,-31.37%,-81.77%,Fiji,35
WS,"April 23, 2021",8,-50.00%,-97.44%,Samoa,1
VU,"April 23, 2021",3,0.00%,-60.94%,Vanuatu,25
TO,"April 23, 2021",7,-50.00%,-92.86%,Tonga,1
SB,"April 23, 2021",4,-60.00%,-90.00%,Solomon Islands,2
PW,"April 23, 2021",6,-66.67%,-93.33%,Palau,1
PG,"April 23, 2021",1,2.07%,250.32%,Papua New Guinea,543
KI,"April 23, 2021",5,,-80.00%,Kiribati,1
FJ,"April 23, 2021",2,-44.00%,-86.21%,Fiji,28
WS,"April 24, 2021",8,-50.00%,-97.30%,Samoa,1
VU,"April 24, 2021",2,0.00%,-54.69%,Vanuatu,29
TO,"April 24, 2021",7,-50.00%,-93.33%,Tonga,1
SB,"April 24, 2021",5,-60.00%,-90.00%,Solomon Islands,2
PW,"April 24, 2021",4,0.00%,-86.67%,Palau,2
PG,"April 24, 2021",1,-2.22%,245.10%,Papua New Guinea,528
FM,"April 24, 2021",6,0.00%,-96.00%,Micronesia (Federated States of),1
FJ,"April 24, 2021",3,-43.75%,-87.38%,Fiji,27
WS,"April 25, 2021",6,0.00%,-94.74%,Samoa,2
VU,"April 25, 2021",2,21.43%,-49.25%,Vanuatu,34
TO,"April 25, 2021",8,-50.00%,-94.12%,Tonga,1
SB,"April 25, 2021",5,-50.00%,-90.00%,Solomon Islands,2
PW,"April 25, 2021",4,0.00%,-87.50%,Palau,2
PG,"April 25, 2021",1,-0.75%,238.85%,Papua New Guinea,532
FM,"April 25, 2021",7,,-96.00%,Micronesia (Federated States of),1
FJ,"April 25, 2021",3,-47.73%,-89.55%,Fiji,23
WS,"April 26, 2021",7,0.00%,-94.44%,Samoa,2
VU,"April 26, 2021",2,73.91%,-42.03%,Vanuatu,40
TO,"April 26, 2021",6,0.00%,-87.50%,Tonga,2
SB,"April 26, 2021",5,-50.00%,-89.47%,Solomon Islands,2
PW,"April 26, 2021",4,0.00%,-87.50%,Palau,2
PG,"April 26, 2021",1,-2.59%,221.34%,Papua New Guinea,527
FM,"April 26, 2021",8,,-95.83%,Micronesia (Federated States of),1
FJ,"April 26, 2021",3,-46.51%,-89.78%,Fiji,23
WS,"April 27, 2021",7,100.00%,-94.29%,Samoa,2
VU,"April 27, 2021",2,91.30%,-37.14%,Vanuatu,44
TO,"April 27, 2021",6,100.00%,-87.50%,Tonga,2
SB,"April 27, 2021",5,-33.33%,-90.00%,Solomon Islands,2
PW,"April 27, 2021",4,100.00%,-87.50%,Palau,2
PG,"April 27, 2021",1,-5.65%,229.94%,Papua New Guinea,518
FM,"April 27, 2021",8,,-96.00%,Micronesia (Federated States of),1
FJ,"April 27, 2021",3,-34.15%,-87.95%,Fiji,27
WS,"April 28, 2021",4,200.00%,-91.43%,Samoa,3
VU,"April 28, 2021",2,73.91%,-45.21%,Vanuatu,40
TO,"April 28, 2021",7,100.00%,-87.50%,Tonga,2
SB,"April 28, 2021",6,-33.33%,-89.47%,Solomon Islands,2
PW,"April 28, 2021",5,100.00%,-88.24%,Palau,2
PG,"April 28, 2021",1,-7.44%,231.17%,Papua New Guinea,510
FM,"April 28, 2021",8,,-96.00%,Micronesia (Federated States of),1
FJ,"April 28, 2021",3,-21.62%,-87.11%,Fiji,29
WS,"April 29, 2021",4,200.00%,-91.18%,Samoa,3
VU,"April 29, 2021",2,38.46%,-48.57%,Vanuatu,36
TO,"April 29, 2021",7,100.00%,-87.50%,Tonga,2
SB,"April 29, 2021",6,0.00%,-90.00%,Solomon Islands,2
PW,"April 29, 2021",5,100.00%,-88.89%,Palau,2
PG,"April 29, 2021",1,-7.38%,234.67%,Papua New Guinea,502
FM,"April 29, 2021",8,,-96.00%,Micronesia (Federated States of),1
FJ,"April 29, 2021",3,-14.29%,-86.90%,Fiji,30
WS,"April 30, 2021",5,200.00%,-91.18%,Samoa,3
VU,"April 30, 2021",2,40.00%,-49.28%,Vanuatu,35
TO,"April 30, 2021",7,100.00%,-87.50%,Tonga,2
SB,"April 30, 2021",6,0.00%,-90.00%,Solomon Islands,2
PW,"April 30, 2021",4,200.00%,-84.21%,Palau,3
PG,"April 30, 2021",1,-7.37%,230.92%,Papua New Guinea,503
NR,"April 30, 2021",9,,-85.71%,Nauru,1
FM,"April 30, 2021",8,,-96.00%,Micronesia (Federated States of),1
FJ,"April 30, 2021",3,0.00%,-87.56%,Fiji,28
WS,"May 1, 2021",5,200.00%,-91.18%,Samoa,3
VU,"May 1, 2021",2,6.90%,-55.07%,Vanuatu,31
TO,"May 1, 2021",7,100.00%,-87.50%,Tonga,2
SB,"May 1, 2021",6,0.00%,-90.48%,Solomon Islands,2
PW,"May 1, 2021",4,50.00%,-85.71%,Palau,3
PG,"May 1, 2021",1,-5.87%,224.84%,Papua New Guinea,497
NR,"May 1, 2021",8,,-88.89%,Nauru,1
FJ,"May 1, 2021",3,3.70%,-87.44%,Fiji,28
WS,"May 2, 2021",7,0.00%,-94.44%,Samoa,2
VU,"May 2, 2021",3,-11.76%,-55.88%,Vanuatu,30
TO,"May 2, 2021",6,100.00%,-86.67%,Tonga,2
SB,"May 2, 2021",5,50.00%,-85.71%,Solomon Islands,3
PW,"May 2, 2021",4,50.00%,-85.00%,Palau,3
PG,"May 2, 2021",1,-9.02%,224.83%,Papua New Guinea,484
NR,"May 2, 2021",8,,-88.89%,Nauru,1
FJ,"May 2, 2021",2,30.43%,-86.78%,Fiji,30
WS,"May 3, 2021",6,0.00%,-94.44%,Samoa,2
VU,"May 3, 2021",3,-35.00%,-60.00%,Vanuatu,26
TO,"May 3, 2021",8,-50.00%,-93.75%,Tonga,1
SB,"May 3, 2021",5,50.00%,-85.71%,Solomon Islands,3
PW,"May 3, 2021",4,50.00%,-85.00%,Palau,3
PG,"May 3, 2021",1,-9.30%,214.47%,Papua New Guinea,478
NR,"May 3, 2021",7,,-88.89%,Nauru,1
FJ,"May 3, 2021",2,26.09%,-87.00%,Fiji,29
WS,"May 4, 2021",6,0.00%,-94.29%,Samoa,2
VU,"May 4, 2021",3,-43.18%,-62.12%,Vanuatu,25
TO,"May 4, 2021",8,-50.00%,-93.75%,Tonga,1
SB,"May 4, 2021",5,50.00%,-85.00%,Solomon Islands,3
PW,"May 4, 2021",4,50.00%,-85.71%,Palau,3
PG,"May 4, 2021",1,-9.85%,147.09%,Papua New Guinea,467
NR,"May 4, 2021",7,,-87.50%,Nauru,1
FJ,"May 4, 2021",2,0.00%,-87.84%,Fiji,27
WS,"May 5, 2021",7,-33.33%,-93.75%,Samoa,2
VU,"May 5, 2021",2,-22.50%,-52.31%,Vanuatu,31
TO,"May 5, 2021",8,-50.00%,-93.75%,Tonga,1
SB,"May 5, 2021",5,50.00%,-85.71%,Solomon Islands,3
PW,"May 5, 2021",4,50.00%,-85.71%,Palau,3
PG,"May 5, 2021",1,-7.06%,121.50%,Papua New Guinea,474
NR,"May 5, 2021",6,,-71.43%,Nauru,2
FJ,"May 5, 2021",3,-10.34%,-88.50%,Fiji,26
WS,"May 6, 2021",7,-33.33%,-93.94%,Samoa,2
VU,"May 6, 2021",2,-5.56%,-49.25%,Vanuatu,34
TO,"May 6, 2021",8,-50.00%,-93.75%,Tonga,1
SB,"May 6, 2021",5,50.00%,-85.00%,Solomon Islands,3
PW,"May 6, 2021",4,100.00%,-80.95%,Palau,4
PG,"May 6, 2021",1,-6.97%,89.84%,Papua New Guinea,467
NR,"May 6, 2021",6,,-71.43%,Nauru,2
FJ,"May 6, 2021",3,-20.00%,-89.66%,Fiji,24
WS,"May 7, 2021",4,33.33%,-88.89%,Samoa,4
VU,"May 7, 2021",2,0.00%,-49.28%,Vanuatu,35
TO,"May 7, 2021",8,-50.00%,-93.75%,Tonga,1
SB,"May 7, 2021",6,50.00%,-85.00%,Solomon Islands,3
PW,"May 7, 2021",5,0.00%,-85.00%,Palau,3
PG,"May 7, 2021",1,-6.36%,75.75%,Papua New Guinea,471
NR,"May 7, 2021",7,0.00%,-83.33%,Nauru,1
FJ,"May 7, 2021",3,-14.29%,-89.87%,Fiji,24
WS,"May 8, 2021",4,66.67%,-86.49%,Samoa,5
VU,"May 8, 2021",2,12.90%,-51.39%,Vanuatu,35
TO,"May 8, 2021",8,-50.00%,-93.75%,Tonga,1
SB,"May 8, 2021",6,50.00%,-84.21%,Solomon Islands,3
PW,"May 8, 2021",5,0.00%,-83.33%,Palau,3
PG,"May 8, 2021",1,-5.03%,61.09%,Papua New Guinea,472
NR,"May 8, 2021",7,0.00%,-75.00%,Nauru,1
FJ,"May 8, 2021",3,-17.86%,-90.50%,Fiji,23
WS,"May 9, 2021",4,200.00%,-82.86%,Samoa,6
VU,"May 9, 2021",2,13.33%,-53.42%,Vanuatu,34
TO,"May 9, 2021",10,-50.00%,-93.75%,Tonga,1
SB,"May 9, 2021",7,-33.33%,-88.89%,Solomon Islands,2
PW,"May 9, 2021",5,33.33%,-78.95%,Palau,4
PG,"May 9, 2021",1,-2.07%,47.66%,Papua New Guinea,474
NR,"May 9, 2021",9,0.00%,-66.67%,Nauru,1
KI,"May 9, 2021",6,,-50.00%,Kiribati,2
FM,"May 9, 2021",8,,-96.00%,Micronesia (Federated States of),1
FJ,"May 9, 2021",3,-20.00%,-89.83%,Fiji,24
WS,"May 10, 2021",4,200.00%,-83.78%,Samoa,6
VU,"May 10, 2021",2,26.92%,-54.79%,Vanuatu,33
TO,"May 10, 2021",10,0.00%,-93.75%,Tonga,1
SB,"May 10, 2021",7,-33.33%,-89.47%,Solomon Islands,2
PW,"May 10, 2021",5,33.33%,-78.95%,Palau,4
PG,"May 10, 2021",1,1.26%,43.62%,Papua New Guinea,484
NR,"May 10, 2021",9,0.00%,-66.67%,Nauru,1
KI,"May 10, 2021",6,,-50.00%,Kiribati,2
FM,"May 10, 2021",8,,-96.00%,Micronesia (Federated States of),1
FJ,"May 10, 2021",3,-10.34%,-88.60%,Fiji,26
WS,"May 11, 2021",4,200.00%,-84.62%,Samoa,6
VU,"May 11, 2021",2,32.00%,-52.86%,Vanuatu,33
TO,"May 11, 2021",11,0.00%,-93.75%,Tonga,1
SB,"May 11, 2021",7,-33.33%,-89.47%,Solomon Islands,2
PW,"May 11, 2021",5,33.33%,-76.47%,Palau,4
